id_cliente,endereco_cliente,regiao,latitude,longitude,tipo_servico_demandado,frequencia_demanda,valor_estimado_servico,veiculo,ano_veiculo
3877,"Av. Brigadeiro Faria Lima, 1334 - Moema, São Paulo - SP",Moema,-23.56805150573939,-46.64931783865435,Ar Condicionado,Mensal,668.91,Land Rover Evoque,2023
3878,"Rua Pamplona, 468 - Moema, São Paulo - SP",Moema,-23.589968040242496,-46.66167778001522,Funilaria,Mensal,986.96,BMW 320i,2023
3879,"Rua da Consolação, 309 - Moema, São Paulo - SP",Moema,-23.59687411925847,-46.66847894703796,Motor,Anual,693.05,BMW 320i,2022
3880,"Rua Vergueiro, 511 - Moema, São Paulo - SP",Moema,-23.585020538796318,-46.6500683197491,Elétrica,Trimestral,985.3,Volvo XC40,2022
3881,"Rua Oscar Freire, 1987 - Moema, São Paulo - SP",Moema,-23.593852916674784,-46.68908927180378,Freios,Semestral,928.13,Volkswagen Golf,2024
3882,"Rua da Consolação, 542 - Moema, São Paulo - SP",Moema,-23.595879787963117,-46.65569779304498,Motor,Mensal,674.43,Land Rover Evoque,2019
3883,"Av. Paulista, 1954 - Moema, São Paulo - SP",Moema,-23.59110533506643,-46.65290079628966,Balanceamento,Trimestral,999.89,Land Rover Evoque,2023
3884,"Av. Ibirapuera, 855 - Moema, São Paulo - SP",Moema,-23.583979574399365,-46.659502539092784,Funilaria,Semestral,995.45,BMW 320i,2020
3885,"Av. Paulista, 585 - Moema, São Paulo - SP",Moema,-23.592464952598927,-46.66166905335114,Pintura,Trimestral,821.31,BMW 320i,2023
3886,"Av. Sumaré, 851 - Moema, São Paulo - SP",Moema,-23.58873650821961,-46.66993851347592,Troca de Óleo,Trimestral,819.55,Mercedes-Benz C180,2018
3887,"Rua Augusta, 1761 - Moema, São Paulo - SP",Moema,-23.589409975834933,-46.67021046183556,Balanceamento,Semestral,696.73,Honda Civic,2022
3888,"Rua da Consolação, 966 - Moema, São Paulo - SP",Moema,-23.57361097637676,-46.668800250076686,Freios,Trimestral,788.97,Land Rover Evoque,2024
3889,"Av. Brigadeiro Faria Lima, 1134 - Moema, São Paulo - SP",Moema,-23.590979243593605,-46.650431169551815,Troca de Óleo,Anual,947.09,Mercedes-Benz C180,2020
3890,"Rua Vergueiro, 728 - Moema, São Paulo - SP",Moema,-23.582849899367474,-46.66987920402322,Freios,Anual,806.31,Chevrolet Onix,2023
3891,"Rua Teodoro Sampaio, 702 - Moema, São Paulo - SP",Moema,-23.589913007723837,-46.663448795491355,Funilaria,Anual,926.14,Toyota Corolla,2018
3892,"Rua Pamplona, 1061 - Moema, São Paulo - SP",Moema,-23.57977346462674,-46.65034542846532,Alinhamento,Semestral,765.86,Toyota Corolla,2020
3893,"Rua Oscar Freire, 767 - Moema, São Paulo - SP",Moema,-23.601841934566973,-46.659184113627646,Troca de Óleo,Trimestral,856.14,BMW 320i,2024
3894,"Rua da Consolação, 549 - Moema, São Paulo - SP",Moema,-23.61293468492713,-46.67112310462135,Pintura,Trimestral,507.7,Audi A3,2021
3895,"Av. Paulista, 174 - Moema, São Paulo - SP",Moema,-23.600251292099646,-46.67499448157667,Ar Condicionado,Semestral,533.72,Volkswagen Golf,2019
3896,"Av. Paulista, 799 - Moema, São Paulo - SP",Moema,-23.587064172712154,-46.671646189706344,Troca de Óleo,Trimestral,536.1,Volkswagen Golf,2023
3897,"Rua Pamplona, 1203 - Moema, São Paulo - SP",Moema,-23.604071280360465,-46.667831723909174,Ar Condicionado,Anual,947.66,Mercedes-Benz C180,2024
3898,"Av. Santo Amaro, 1015 - Moema, São Paulo - SP",Moema,-23.59361584920425,-46.67052151896411,Funilaria,Mensal,959.98,BMW 320i,2023
3899,"Av. Rebouças, 1925 - Moema, São Paulo - SP",Moema,-23.58338176026936,-46.6666207362955,Freios,Semestral,739.67,BMW 320i,2024
3900,"Rua Pamplona, 526 - Moema, São Paulo - SP",Moema,-23.59620807977515,-46.661267931707165,Funilaria,Trimestral,644.7,Audi A3,2025
3901,"Rua da Consolação, 463 - Moema, São Paulo - SP",Moema,-23.604535802782994,-46.67622033333637,Ar Condicionado,Semestral,942.22,Jeep Renegade,2018
3902,"Rua Oscar Freire, 233 - Moema, São Paulo - SP",Moema,-23.595432351605062,-46.670514921570216,Elétrica,Semestral,552.36,Mercedes-Benz C180,2024
3903,"Av. Rebouças, 1462 - Moema, São Paulo - SP",Moema,-23.600645531064085,-46.66048293423809,Pintura,Mensal,508.3,Renault Kwid,2023
3904,"Rua Vergueiro, 648 - Moema, São Paulo - SP",Moema,-23.594178721530778,-46.662887630233314,Freios,Mensal,702.17,Honda Civic,2022
3905,"Rua Oscar Freire, 1679 - Moema, São Paulo - SP",Moema,-23.60098489700657,-46.68931804714036,Motor,Anual,762.46,Land Rover Evoque,2020
3906,"Rua Oscar Freire, 330 - Moema, São Paulo - SP",Moema,-23.596004804724757,-46.66117925171812,Elétrica,Mensal,506.43,Ford Focus,2023
3907,"Av. Paulista, 1050 - Moema, São Paulo - SP",Moema,-23.60040462362056,-46.66816528451576,Troca de Óleo,Semestral,995.38,Renault Kwid,2018
3908,"Av. Brigadeiro Faria Lima, 891 - Moema, São Paulo - SP",Moema,-23.596555234216083,-46.666938862856895,Troca de Óleo,Mensal,522.05,Mercedes-Benz C180,2018
3909,"Rua Oscar Freire, 1908 - Moema, São Paulo - SP",Moema,-23.575967594646336,-46.65934970258124,Suspensão,Mensal,547.28,BMW 320i,2023
3910,"Rua Vergueiro, 1221 - Moema, São Paulo - SP",Moema,-23.594376680937316,-46.662895812663756,Troca de Óleo,Semestral,923.84,Land Rover Evoque,2019
3911,"Av. Brigadeiro Faria Lima, 1961 - Moema, São Paulo - SP",Moema,-23.579787622010304,-46.66776360098203,Ar Condicionado,Trimestral,733.84,Hyundai HB20,2019
3912,"Rua Augusta, 789 - Moema, São Paulo - SP",Moema,-23.608256374420883,-46.66466308282617,Funilaria,Semestral,907.19,Renault Kwid,2020
3913,"Rua Augusta, 1496 - Moema, São Paulo - SP",Moema,-23.58271959277909,-46.67295377193654,Troca de Óleo,Semestral,859.73,Nissan Kicks,2019
3914,"Av. Sumaré, 584 - Moema, São Paulo - SP",Moema,-23.59558073741826,-46.673415863196716,Ar Condicionado,Semestral,567.88,Toyota Corolla,2019
3915,"Rua Teodoro Sampaio, 1234 - Moema, São Paulo - SP",Moema,-23.586430386425437,-46.67175306673297,Elétrica,Anual,582.56,Nissan Kicks,2025
3916,"Av. Sumaré, 1591 - Moema, São Paulo - SP",Moema,-23.59049214959083,-46.65404446165543,Motor,Mensal,657.37,Volvo XC40,2025
3917,"Rua Augusta, 1710 - Moema, São Paulo - SP",Moema,-23.58195841776641,-46.66149044328136,Suspensão,Trimestral,834.32,Chevrolet Onix,2018
3918,"Rua Oscar Freire, 923 - Moema, São Paulo - SP",Moema,-23.597573207145068,-46.66824396962179,Elétrica,Trimestral,693.08,Nissan Kicks,2018
3919,"Av. Paulista, 345 - Moema, São Paulo - SP",Moema,-23.59438598174066,-46.67842021732253,Motor,Mensal,993.1,Volvo XC40,2019
3920,"Rua Oscar Freire, 1122 - Moema, São Paulo - SP",Moema,-23.594415434021887,-46.64382500403568,Pintura,Semestral,902.61,Jeep Renegade,2019
3921,"Av. Sumaré, 1446 - Moema, São Paulo - SP",Moema,-23.58897739329231,-46.665728609669166,Suspensão,Mensal,566.15,Hyundai HB20,2021
3922,"Av. Paulista, 1343 - Moema, São Paulo - SP",Moema,-23.576166034298378,-46.67121197655154,Suspensão,Anual,725.35,Land Rover Evoque,2024
3923,"Rua Augusta, 1617 - Moema, São Paulo - SP",Moema,-23.589774685711134,-46.66720935087755,Troca de Óleo,Semestral,670.4,BMW 320i,2023
3924,"Av. Brigadeiro Faria Lima, 1039 - Moema, São Paulo - SP",Moema,-23.609151160644515,-46.656147150278045,Elétrica,Mensal,582.98,Honda Civic,2021
3925,"Rua Vergueiro, 757 - Moema, São Paulo - SP",Moema,-23.581787097537056,-46.66267360315244,Funilaria,Anual,775.13,Volvo XC40,2022
3926,"Rua Teodoro Sampaio, 330 - Moema, São Paulo - SP",Moema,-23.594748504844123,-46.654619987104084,Motor,Mensal,709.35,Volvo XC40,2023
3927,"Av. Rebouças, 1228 - Moema, São Paulo - SP",Moema,-23.583120055465976,-46.667095791878914,Alinhamento,Anual,513.23,Audi A3,2025
3928,"Av. Rebouças, 781 - Moema, São Paulo - SP",Moema,-23.606149609294942,-46.65739579148197,Ar Condicionado,Anual,815.0,Honda Civic,2023
3929,"Rua Oscar Freire, 1385 - Moema, São Paulo - SP",Moema,-23.59952566115148,-46.66280982903849,Elétrica,Mensal,992.85,Renault Kwid,2022
3930,"Av. Ibirapuera, 1380 - Moema, São Paulo - SP",Moema,-23.599143777960386,-46.65450437871999,Funilaria,Trimestral,759.2,Chevrolet Onix,2024
3931,"Av. Paulista, 148 - Moema, São Paulo - SP",Moema,-23.60798035846136,-46.66363015618191,Funilaria,Trimestral,591.97,Volkswagen Golf,2024
3932,"Av. Brigadeiro Faria Lima, 495 - Moema, São Paulo - SP",Moema,-23.604568356740764,-46.66874436038065,Motor,Anual,964.83,Land Rover Evoque,2023
3933,"Av. Sumaré, 604 - Moema, São Paulo - SP",Moema,-23.587966181654718,-46.668083134285745,Funilaria,Anual,874.18,Fiat Argo,2020
3934,"Rua Augusta, 1465 - Moema, São Paulo - SP",Moema,-23.600413277613345,-46.66618671750801,Funilaria,Anual,993.09,Audi A3,2022
3935,"Av. Sumaré, 1504 - Moema, São Paulo - SP",Moema,-23.588734262432784,-46.66499287184343,Balanceamento,Mensal,917.9,Audi A3,2020
3936,"Rua Augusta, 388 - Moema, São Paulo - SP",Moema,-23.59896693278496,-46.681495492546425,Alinhamento,Anual,925.98,Volvo XC40,2023
3937,"Rua Teodoro Sampaio, 1279 - Moema, São Paulo - SP",Moema,-23.609627976581976,-46.66287008304997,Motor,Anual,950.38,Nissan Kicks,2021
3938,"Av. Rebouças, 772 - Moema, São Paulo - SP",Moema,-23.584908008522273,-46.67425178813089,Freios,Semestral,844.61,BMW 320i,2023
3939,"Rua Teodoro Sampaio, 670 - Moema, São Paulo - SP",Moema,-23.591300453849176,-46.67506714486703,Balanceamento,Semestral,525.58,Fiat Argo,2020
3940,"Av. Ibirapuera, 1044 - Moema, São Paulo - SP",Moema,-23.599253848937604,-46.64893357753771,Elétrica,Mensal,937.75,Fiat Argo,2019
3941,"Av. Ibirapuera, 1675 - Moema, São Paulo - SP",Moema,-23.59804332440794,-46.671097567090996,Suspensão,Trimestral,954.24,Ford Focus,2024
3942,"Av. Ibirapuera, 707 - Moema, São Paulo - SP",Moema,-23.572826542576273,-46.656018040028655,Pintura,Anual,534.43,BMW 320i,2018
3943,"Av. Paulista, 124 - Moema, São Paulo - SP",Moema,-23.580312871758828,-46.656785764748705,Ar Condicionado,Mensal,905.56,Audi A3,2025
3944,"Av. Santo Amaro, 1092 - Moema, São Paulo - SP",Moema,-23.601193103641485,-46.66260889718053,Motor,Semestral,629.85,Audi A3,2020
3945,"Rua Augusta, 582 - Moema, São Paulo - SP",Moema,-23.589460067331906,-46.669728104016436,Alinhamento,Trimestral,698.92,Land Rover Evoque,2021
3946,"Av. Brigadeiro Faria Lima, 1694 - Moema, São Paulo - SP",Moema,-23.593723344850737,-46.68261255539024,Elétrica,Semestral,589.61,BMW 320i,2021
3947,"Rua Augusta, 1033 - Moema, São Paulo - SP",Moema,-23.596065381594173,-46.66755292804118,Ar Condicionado,Semestral,752.06,Land Rover Evoque,2025
3948,"Av. Rebouças, 744 - Moema, São Paulo - SP",Moema,-23.610207628779314,-46.65380430199377,Freios,Semestral,932.3,BMW 320i,2019
3949,"Av. Paulista, 521 - Moema, São Paulo - SP",Moema,-23.60232481793831,-46.64995149437604,Elétrica,Semestral,946.44,Volvo XC40,2019
3950,"Av. Rebouças, 1382 - Moema, São Paulo - SP",Moema,-23.58612103160141,-46.66853545551019,Funilaria,Semestral,729.88,Volvo XC40,2019
3951,"Av. Rebouças, 1847 - Moema, São Paulo - SP",Moema,-23.59923038407058,-46.64836083914773,Freios,Trimestral,868.74,Volvo XC40,2025
3952,"Av. Sumaré, 1901 - Moema, São Paulo - SP",Moema,-23.589174204055304,-46.651094265918424,Balanceamento,Anual,730.28,BMW 320i,2022
3953,"Av. Sumaré, 846 - Moema, São Paulo - SP",Moema,-23.595332810669724,-46.68177717316378,Motor,Mensal,966.47,Volvo XC40,2024
3954,"Av. Santo Amaro, 1513 - Moema, São Paulo - SP",Moema,-23.583727319319333,-46.65529177069844,Freios,Semestral,980.59,Toyota Corolla,2019
3955,"Rua Oscar Freire, 1467 - Moema, São Paulo - SP",Moema,-23.594417189497616,-46.65329482250137,Ar Condicionado,Anual,662.35,Mercedes-Benz C180,2018
3956,"Av. Rebouças, 1490 - Moema, São Paulo - SP",Moema,-23.576692375206086,-46.669812885272414,Alinhamento,Anual,851.68,Mercedes-Benz C180,2022
3957,"Av. Rebouças, 499 - Moema, São Paulo - SP",Moema,-23.59335881214822,-46.65421612593658,Troca de Óleo,Trimestral,898.87,Audi A3,2023
3958,"Rua Oscar Freire, 1393 - Moema, São Paulo - SP",Moema,-23.596171698310478,-46.677165198423225,Funilaria,Semestral,639.1,Audi A3,2025
3959,"Rua Vergueiro, 1823 - Moema, São Paulo - SP",Moema,-23.59088084107097,-46.66079787605164,Elétrica,Mensal,751.28,Volkswagen Golf,2022
3960,"Av. Ibirapuera, 1878 - Moema, São Paulo - SP",Moema,-23.597280211423406,-46.65734458822736,Alinhamento,Mensal,741.0,Audi A3,2025
3961,"Rua Teodoro Sampaio, 1820 - Moema, São Paulo - SP",Moema,-23.60381947456331,-46.683824389216085,Elétrica,Mensal,582.53,Land Rover Evoque,2023
3962,"Rua Oscar Freire, 1821 - Moema, São Paulo - SP",Moema,-23.581965939912752,-46.672169512510926,Freios,Anual,668.36,Mercedes-Benz C180,2025
3963,"Av. Santo Amaro, 1117 - Moema, São Paulo - SP",Moema,-23.5752887134017,-46.66759439330737,Motor,Anual,820.71,Ford Focus,2021
3964,"Av. Rebouças, 397 - Moema, São Paulo - SP",Moema,-23.60232556749828,-46.66412893326859,Motor,Anual,727.19,Fiat Argo,2020
3965,"Av. Brigadeiro Faria Lima, 599 - Moema, São Paulo - SP",Moema,-23.592680352768884,-46.655717256329226,Motor,Semestral,591.92,Fiat Argo,2025
3966,"Rua Pamplona, 1665 - Moema, São Paulo - SP",Moema,-23.576441697014193,-46.65713221890229,Elétrica,Trimestral,911.19,Audi A3,2019
3967,"Rua Pamplona, 1725 - Moema, São Paulo - SP",Moema,-23.587986710482767,-46.65245110916232,Elétrica,Mensal,514.52,Toyota Corolla,2025
3968,"Rua Vergueiro, 1559 - Moema, São Paulo - SP",Moema,-23.58858925388925,-46.665641857657725,Ar Condicionado,Trimestral,965.52,Fiat Argo,2025
3969,"Rua Vergueiro, 1314 - Moema, São Paulo - SP",Moema,-23.596627492646466,-46.66333565370928,Funilaria,Mensal,545.34,Volvo XC40,2025
3970,"Av. Sumaré, 1678 - Moema, São Paulo - SP",Moema,-23.597446964488213,-46.679238152228535,Alinhamento,Mensal,981.52,Mercedes-Benz C180,2020
3971,"Av. Paulista, 1198 - Moema, São Paulo - SP",Moema,-23.599279357185004,-46.67312734707507,Suspensão,Anual,595.17,Audi A3,2024
3972,"Av. Santo Amaro, 919 - Moema, São Paulo - SP",Moema,-23.589001901757303,-46.67086003872726,Balanceamento,Mensal,969.29,Ford Focus,2024
3973,"Rua Teodoro Sampaio, 1451 - Moema, São Paulo - SP",Moema,-23.59404736540408,-46.65442870604845,Balanceamento,Mensal,839.96,Mercedes-Benz C180,2025
3974,"Av. Sumaré, 314 - Moema, São Paulo - SP",Moema,-23.588617816361097,-46.66118841266932,Freios,Semestral,788.24,BMW 320i,2024
3975,"Rua Vergueiro, 1533 - Moema, São Paulo - SP",Moema,-23.579608447265294,-46.65998424457842,Freios,Trimestral,781.06,Fiat Argo,2025
3976,"Av. Rebouças, 1522 - Moema, São Paulo - SP",Moema,-23.597247824954774,-46.65197053655852,Elétrica,Semestral,994.89,Volvo XC40,2022
3977,"Rua da Consolação, 1807 - Moema, São Paulo - SP",Moema,-23.606136783195385,-46.6601409331358,Ar Condicionado,Mensal,724.72,Land Rover Evoque,2018
3978,"Av. Ibirapuera, 1912 - Moema, São Paulo - SP",Moema,-23.588240856039857,-46.64635414329469,Troca de Óleo,Semestral,641.88,Toyota Corolla,2023
3979,"Av. Brigadeiro Faria Lima, 1489 - Moema, São Paulo - SP",Moema,-23.611212501370314,-46.657200907251784,Ar Condicionado,Mensal,679.04,Audi A3,2022
3980,"Av. Sumaré, 865 - Moema, São Paulo - SP",Moema,-23.603066877305874,-46.66561238415263,Ar Condicionado,Mensal,835.01,BMW 320i,2025
3981,"Rua Augusta, 1148 - Moema, São Paulo - SP",Moema,-23.602818264610004,-46.65044408250382,Troca de Óleo,Semestral,899.32,Audi A3,2022
3982,"Av. Brigadeiro Faria Lima, 116 - Moema, São Paulo - SP",Moema,-23.59410001064837,-46.67821209150696,Balanceamento,Semestral,913.97,Land Rover Evoque,2018
3983,"Rua Augusta, 1805 - Moema, São Paulo - SP",Moema,-23.585982147542687,-46.66376890076477,Suspensão,Mensal,772.93,BMW 320i,2019
3984,"Rua Vergueiro, 188 - Moema, São Paulo - SP",Moema,-23.563515580930034,-46.65974853077432,Balanceamento,Mensal,510.19,Volvo XC40,2022
3985,"Rua Oscar Freire, 1100 - Moema, São Paulo - SP",Moema,-23.588391477075216,-46.65651843397111,Alinhamento,Mensal,985.38,Hyundai HB20,2020
3986,"Rua Teodoro Sampaio, 1806 - Moema, São Paulo - SP",Moema,-23.593533555772357,-46.666228700451505,Freios,Mensal,633.25,Volvo XC40,2021
3987,"Rua da Consolação, 1903 - Moema, São Paulo - SP",Moema,-23.587091470317947,-46.65944105388731,Ar Condicionado,Semestral,954.75,Renault Kwid,2022
3988,"Rua Oscar Freire, 1262 - Moema, São Paulo - SP",Moema,-23.598721460619625,-46.66587540853454,Balanceamento,Mensal,566.57,BMW 320i,2019
3989,"Rua Oscar Freire, 1821 - Moema, São Paulo - SP",Moema,-23.596443902047554,-46.64809321610006,Balanceamento,Trimestral,690.01,Chevrolet Onix,2022
3990,"Av. Ibirapuera, 1534 - Moema, São Paulo - SP",Moema,-23.594233693093344,-46.65436665249085,Balanceamento,Trimestral,523.4,Ford Focus,2022
3991,"Rua Pamplona, 121 - Moema, São Paulo - SP",Moema,-23.58708155900816,-46.647248750068606,Ar Condicionado,Trimestral,541.15,Volkswagen Golf,2021
3992,"Av. Sumaré, 1344 - Moema, São Paulo - SP",Moema,-23.57607660054133,-46.66147565936139,Pintura,Trimestral,688.6,Audi A3,2025
3993,"Rua Vergueiro, 679 - Moema, São Paulo - SP",Moema,-23.590300497658287,-46.68388379627656,Freios,Semestral,631.16,Audi A3,2024
3994,"Av. Brigadeiro Faria Lima, 1109 - Moema, São Paulo - SP",Moema,-23.60448124466839,-46.665522122030566,Funilaria,Semestral,893.33,Toyota Corolla,2025
3995,"Av. Ibirapuera, 347 - Moema, São Paulo - SP",Moema,-23.59125752697645,-46.641265754232954,Motor,Trimestral,632.56,Chevrolet Onix,2018
3996,"Av. Ibirapuera, 324 - Moema, São Paulo - SP",Moema,-23.602183822934776,-46.652125575927776,Motor,Anual,658.87,BMW 320i,2024
3997,"Av. Brigadeiro Faria Lima, 875 - Moema, São Paulo - SP",Moema,-23.580448296439346,-46.68074883692735,Alinhamento,Trimestral,880.39,Land Rover Evoque,2025
3998,"Rua Augusta, 1127 - Moema, São Paulo - SP",Moema,-23.59708346102597,-46.67506668497424,Freios,Trimestral,918.56,Nissan Kicks,2020
3999,"Rua Pamplona, 1324 - Moema, São Paulo - SP",Moema,-23.595198079585735,-46.664777658371285,Funilaria,Semestral,923.95,Audi A3,2021
4000,"Rua Pamplona, 744 - Moema, São Paulo - SP",Moema,-23.59589460985368,-46.67358145115821,Ar Condicionado,Semestral,512.31,BMW 320i,2024
4001,"Rua da Consolação, 628 - Moema, São Paulo - SP",Moema,-23.599061801316378,-46.647873957354214,Freios,Semestral,660.77,Nissan Kicks,2023
4002,"Rua Pamplona, 1483 - Moema, São Paulo - SP",Moema,-23.59574943147623,-46.668718011316315,Motor,Semestral,659.5,Land Rover Evoque,2025
4003,"Rua Oscar Freire, 1398 - Moema, São Paulo - SP",Moema,-23.59370304150837,-46.683180931300946,Freios,Anual,684.52,Volvo XC40,2025
4004,"Av. Rebouças, 538 - Moema, São Paulo - SP",Moema,-23.600795163588483,-46.66181327406143,Funilaria,Anual,541.79,Volvo XC40,2024
4005,"Av. Ibirapuera, 140 - Moema, São Paulo - SP",Moema,-23.59894428212442,-46.67264603222961,Alinhamento,Mensal,894.36,Hyundai HB20,2020
4006,"Av. Ibirapuera, 300 - Moema, São Paulo - SP",Moema,-23.582962793685915,-46.67385546955152,Motor,Mensal,567.7,BMW 320i,2024
4007,"Av. Paulista, 1030 - Moema, São Paulo - SP",Moema,-23.59689222291257,-46.6569374493687,Motor,Trimestral,657.4,Mercedes-Benz C180,2025
4008,"Rua Teodoro Sampaio, 383 - Moema, São Paulo - SP",Moema,-23.584374129987726,-46.648547964629614,Alinhamento,Anual,844.14,Land Rover Evoque,2024
4009,"Rua Teodoro Sampaio, 1013 - Moema, São Paulo - SP",Moema,-23.612981724264916,-46.66826218930905,Balanceamento,Trimestral,585.58,BMW 320i,2024
4010,"Rua Oscar Freire, 985 - Moema, São Paulo - SP",Moema,-23.616929931237106,-46.664630632823844,Suspensão,Semestral,601.65,BMW 320i,2021
4011,"Rua Oscar Freire, 291 - Moema, São Paulo - SP",Moema,-23.599089031012504,-46.66520809824298,Funilaria,Anual,909.36,Fiat Argo,2020
4012,"Av. Rebouças, 1222 - Moema, São Paulo - SP",Moema,-23.590668308999053,-46.6490517816766,Funilaria,Semestral,695.12,Fiat Argo,2019
4013,"Av. Sumaré, 1991 - Moema, São Paulo - SP",Moema,-23.606796147082544,-46.65216647088147,Ar Condicionado,Mensal,802.24,BMW 320i,2020
4014,"Av. Paulista, 1425 - Moema, São Paulo - SP",Moema,-23.586472024933123,-46.650987159059724,Freios,Anual,783.12,Ford Focus,2019
4015,"Av. Rebouças, 1685 - Moema, São Paulo - SP",Moema,-23.611801943275154,-46.666599213551805,Suspensão,Mensal,517.56,Renault Kwid,2022
4016,"Av. Paulista, 276 - Moema, São Paulo - SP",Moema,-23.607105174303722,-46.653867284531714,Troca de Óleo,Semestral,602.79,Nissan Kicks,2024
4017,"Av. Paulista, 459 - Moema, São Paulo - SP",Moema,-23.60901549184288,-46.66095507379809,Pintura,Trimestral,761.65,Land Rover Evoque,2022
4018,"Av. Paulista, 1430 - Moema, São Paulo - SP",Moema,-23.6160856596673,-46.671070102422696,Ar Condicionado,Trimestral,771.18,Land Rover Evoque,2025
4019,"Rua Pamplona, 462 - Moema, São Paulo - SP",Moema,-23.606021899045796,-46.64907968888652,Elétrica,Anual,974.18,Land Rover Evoque,2023
4020,"Rua da Consolação, 1434 - Moema, São Paulo - SP",Moema,-23.582764804304418,-46.65286439052908,Pintura,Anual,600.65,Ford Focus,2024
4021,"Av. Paulista, 420 - Moema, São Paulo - SP",Moema,-23.60708556608108,-46.65415719085548,Alinhamento,Mensal,679.86,Mercedes-Benz C180,2020
4022,"Rua da Consolação, 582 - Moema, São Paulo - SP",Moema,-23.592701912165605,-46.668816309915705,Funilaria,Anual,882.08,Hyundai HB20,2025
4023,"Rua Vergueiro, 1302 - Moema, São Paulo - SP",Moema,-23.581638621962142,-46.6672465470617,Motor,Trimestral,825.08,Volvo XC40,2019
4024,"Rua Augusta, 1851 - Moema, São Paulo - SP",Moema,-23.61395952111482,-46.675974154094455,Freios,Mensal,721.98,Ford Focus,2025
4025,"Av. Sumaré, 474 - Moema, São Paulo - SP",Moema,-23.605805762484987,-46.66635430625459,Motor,Semestral,959.38,Volvo XC40,2021
4026,"Av. Santo Amaro, 1419 - Moema, São Paulo - SP",Moema,-23.586595597423372,-46.664509581892624,Elétrica,Trimestral,568.36,Land Rover Evoque,2019
4027,"Rua Oscar Freire, 1239 - Moema, São Paulo - SP",Moema,-23.593719372932128,-46.660722355677116,Alinhamento,Anual,929.35,Mercedes-Benz C180,2018
4028,"Rua Teodoro Sampaio, 1150 - Moema, São Paulo - SP",Moema,-23.61027218751088,-46.64659465504428,Balanceamento,Anual,989.49,Jeep Renegade,2024
4029,"Rua Augusta, 984 - Moema, São Paulo - SP",Moema,-23.580112157982427,-46.65460247735695,Freios,Trimestral,662.66,Mercedes-Benz C180,2021
4030,"Av. Paulista, 997 - Moema, São Paulo - SP",Moema,-23.583040441131015,-46.649998921049175,Pintura,Anual,523.76,BMW 320i,2020
4031,"Av. Sumaré, 1704 - Moema, São Paulo - SP",Moema,-23.587087759568817,-46.653838049776894,Troca de Óleo,Mensal,769.74,Toyota Corolla,2018
4032,"Rua da Consolação, 1473 - Moema, São Paulo - SP",Moema,-23.59573856437854,-46.654219597511975,Alinhamento,Anual,657.7,Jeep Renegade,2025
4033,"Av. Rebouças, 267 - Moema, São Paulo - SP",Moema,-23.61063305254037,-46.65623774873947,Elétrica,Mensal,636.3,Volvo XC40,2020
4034,"Av. Ibirapuera, 1773 - Moema, São Paulo - SP",Moema,-23.594123815095177,-46.65932197994888,Suspensão,Trimestral,953.4,Volkswagen Golf,2022
4035,"Av. Sumaré, 1850 - Moema, São Paulo - SP",Moema,-23.580566992303957,-46.664066115513506,Troca de Óleo,Trimestral,560.48,Toyota Corolla,2025
4036,"Av. Sumaré, 1735 - Moema, São Paulo - SP",Moema,-23.593328326793532,-46.6632501008914,Motor,Semestral,720.84,Volvo XC40,2023
4037,"Av. Paulista, 508 - Moema, São Paulo - SP",Moema,-23.616559440589,-46.6595062122069,Balanceamento,Mensal,659.44,Fiat Argo,2025
4038,"Av. Santo Amaro, 1235 - Moema, São Paulo - SP",Moema,-23.592230441480094,-46.642985428260076,Funilaria,Mensal,833.55,Renault Kwid,2019
4039,"Rua Vergueiro, 1327 - Moema, São Paulo - SP",Moema,-23.60213714512544,-46.65551562144191,Balanceamento,Mensal,962.58,Nissan Kicks,2018
4040,"Rua Vergueiro, 877 - Moema, São Paulo - SP",Moema,-23.586357020441387,-46.66070948461145,Alinhamento,Trimestral,504.24,Volvo XC40,2021
4041,"Av. Ibirapuera, 786 - Moema, São Paulo - SP",Moema,-23.597562228469055,-46.66911519117016,Funilaria,Mensal,864.83,Jeep Renegade,2019
4042,"Av. Sumaré, 125 - Moema, São Paulo - SP",Moema,-23.57833622841052,-46.680753337454775,Balanceamento,Semestral,874.27,Mercedes-Benz C180,2020
4043,"Av. Sumaré, 1366 - Moema, São Paulo - SP",Moema,-23.58815595717063,-46.67578452768993,Balanceamento,Mensal,870.46,Land Rover Evoque,2018
4044,"Av. Ibirapuera, 1727 - Moema, São Paulo - SP",Moema,-23.603187765958047,-46.67259587518423,Funilaria,Anual,733.4,Honda Civic,2023
4045,"Rua Augusta, 276 - Moema, São Paulo - SP",Moema,-23.594053039707102,-46.65772501658001,Troca de Óleo,Mensal,892.76,Honda Civic,2018
4046,"Rua Oscar Freire, 1283 - Moema, São Paulo - SP",Moema,-23.584449835144657,-46.650146345862034,Pintura,Anual,839.49,BMW 320i,2020
4047,"Av. Sumaré, 621 - Moema, São Paulo - SP",Moema,-23.605317430304414,-46.65733052601334,Suspensão,Mensal,713.28,Volkswagen Golf,2023
4048,"Av. Paulista, 932 - Moema, São Paulo - SP",Moema,-23.609739977018624,-46.66774613391614,Motor,Semestral,748.54,BMW 320i,2023
4049,"Rua Pamplona, 782 - Moema, São Paulo - SP",Moema,-23.598775790624074,-46.67335644285738,Ar Condicionado,Anual,797.24,Volvo XC40,2020
